id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
cylindrical-snake-plant,Cylindrical Snake Plant,Dracaena angolensis,Sansevieria cylindrica,houseplant_foliage,LOW_LIGHT_RESILIENT,Cylindrical Snake Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cylindrical Snake Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
dragon-tree,Dragon Tree,Dracaena marginata,Madagascar dragon tree,houseplant_foliage,LOW_LIGHT_RESILIENT,Dragon Tree is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dragon Tree, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
corn-plant,Corn Plant,Dracaena fragrans,,houseplant_foliage,LOW_LIGHT_RESILIENT,Corn Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Corn Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
janet-craig-dracaena,Janet Craig Dracaena,Dracaena deremensis 'Janet Craig',,houseplant_foliage,LOW_LIGHT_RESILIENT,Janet Craig Dracaena is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Janet Craig Dracaena, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
lucky-bamboo,Lucky Bamboo,Dracaena sanderiana,,houseplant_foliage,LOW_LIGHT_RESILIENT,Lucky Bamboo is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Lucky Bamboo, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
rubber-plant,Rubber Plant,Ficus elastica,,houseplant_tree,FICUS_BRIGHT,"Rubber Plant is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rubber Plant, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
fiddle-leaf-fig,Fiddle Leaf Fig,Ficus lyrata,,houseplant_tree,FICUS_BRIGHT,"Fiddle Leaf Fig is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Fiddle Leaf Fig, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
weeping-fig,Weeping Fig,Ficus benjamina,,houseplant_tree,FICUS_BRIGHT,"Weeping Fig is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Weeping Fig, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
ficus-audrey,Ficus Audrey,Ficus benghalensis,,houseplant_tree,FICUS_BRIGHT,"Ficus Audrey is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Ficus Audrey, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
money-tree,Money Tree,Pachira aquatica,"Moneytree|Pachira glabra",houseplant_tree,PALM_TROPICAL,"Money Tree is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Money Tree, houseplant tree, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
dwarf-umbrella-tree,Dwarf Umbrella Tree,Schefflera arboricola,Dwarf schefflera,houseplant_tree,LOW_LIGHT_RESILIENT,Dwarf Umbrella Tree is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dwarf Umbrella Tree, houseplant tree, Low-light resilient foliage, plant care, rooted plant, local pickup"
umbrella-tree,Umbrella Tree,Schefflera actinophylla,,houseplant_tree,FICUS_BRIGHT,"Umbrella Tree is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Umbrella Tree, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
baby-rubber-plant,Baby Rubber Plant,Peperomia obtusifolia,Peperomia,houseplant_foliage,LOW_LIGHT_RESILIENT,Baby Rubber Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Baby Rubber Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
watermelon-peperomia,Watermelon Peperomia,Peperomia argyreia,,houseplant_foliage,LOW_LIGHT_RESILIENT,Watermelon Peperomia is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Watermelon Peperomia, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
ripple-peperomia,Ripple Peperomia,Peperomia caperata,,houseplant_foliage,LOW_LIGHT_RESILIENT,Ripple Peperomia is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Ripple Peperomia, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
peperomia-hope,Peperomia Hope,Peperomia tetraphylla 'Hope',,houseplant_foliage,LOW_LIGHT_RESILIENT,Peperomia Hope is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Peperomia Hope, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
chinese-money-plant,Chinese Money Plant,Pilea peperomioides,Pilea,houseplant_foliage,LOW_LIGHT_RESILIENT,Chinese Money Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Chinese Money Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
spider-plant,Spider Plant,Chlorophytum comosum,,houseplant_foliage,LOW_LIGHT_RESILIENT,Spider Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Spider Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
cast-iron-plant,Cast Iron Plant,Aspidistra elatior,,houseplant_foliage,LOW_LIGHT_RESILIENT,Cast Iron Plant is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cast Iron Plant, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
bird-of-paradise,Bird of Paradise,Strelitzia reginae,,houseplant_tree,FICUS_BRIGHT,"Bird of Paradise is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Bird of Paradise, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
dwarf-banana,Dwarf Banana,Musa acuminata 'Dwarf Cavendish',Dwarf Cavendish banana,houseplant_tree,PALM_TROPICAL,"Dwarf Banana is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dwarf Banana, houseplant tree, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
norfolk-island-pine,Norfolk Island Pine,Araucaria heterophylla,,houseplant_tree,PALM_TROPICAL,"Norfolk Island Pine is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,verify,mvp_seed_needs_taxonomy_and_toxicity_review,"Norfolk Island Pine, houseplant tree, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
buddhist-pine,Buddhist Pine,Podocarpus macrophyllus,Podocarpus,houseplant_tree,FICUS_BRIGHT,"Buddhist Pine is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Buddhist Pine, houseplant tree, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
ponytail-palm,Ponytail Palm,Beaucarnea recurvata,,houseplant_succulent,SUCCULENT,"Ponytail Palm is a succulent valued for shape, color, drought tolerance, and easy shipping. Listings should mention light exposure, size, rooted status, and whether it has been grown indoors or outdoors.","Very bright light; many need several hours of direct sun or strong grow light. Soak thoroughly, then let mix dry completely before watering again. Low to average humidity is fine. Soil: Fast-draining cactus/succulent mix with pumice, perlite, or grit.",bright_to_direct,dry_cycle,low_to_average,cactus_succulent_gritty,Good airflow and dry leaves/crowns help prevent rot.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Ponytail Palm, houseplant succulent, Succulent / dryland plant, plant care, rooted plant, local pickup"
areca-palm,Areca Palm,Dypsis lutescens,Butterfly palm,houseplant_palm,PALM_TROPICAL,"Areca Palm is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Areca Palm, houseplant palm, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
parlor-palm,Parlor Palm,Chamaedorea elegans,,houseplant_palm,PALM_TROPICAL,"Parlor Palm is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Parlor Palm, houseplant palm, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
majesty-palm,Majesty Palm,Ravenea rivularis,,houseplant_palm,PALM_TROPICAL,"Majesty Palm is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Majesty Palm, houseplant palm, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
cat-palm,Cat Palm,Chamaedorea cataractarum,,houseplant_palm,PALM_TROPICAL,"Cat Palm is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Cat Palm, houseplant palm, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
kentia-palm,Kentia Palm,Howea forsteriana,,houseplant_palm,PALM_TROPICAL,"Kentia Palm is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Kentia Palm, houseplant palm, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
yucca-cane,Yucca Cane,Yucca gigantea,Spineless yucca,houseplant_succulent,SUCCULENT,"Yucca Cane is a succulent valued for shape, color, drought tolerance, and easy shipping. Listings should mention light exposure, size, rooted status, and whether it has been grown indoors or outdoors.","Very bright light; many need several hours of direct sun or strong grow light. Soak thoroughly, then let mix dry completely before watering again. Low to average humidity is fine. Soil: Fast-draining cactus/succulent mix with pumice, perlite, or grit.",bright_to_direct,dry_cycle,low_to_average,cactus_succulent_gritty,Good airflow and dry leaves/crowns help prevent rot.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Yucca Cane, houseplant succulent, Succulent / dryland plant, plant care, rooted plant, local pickup"
ti-plant,Ti Plant,Cordyline fruticosa,Cordyline,houseplant_foliage,PALM_TROPICAL,"Ti Plant is a tropical palm or palm-like floor plant used for soft texture and indoor greenery. It is best listed with height, pot size, and whether it has been acclimated indoors.",Bright indirect to medium light depending on species. Keep slightly moist but not waterlogged; many palms dislike drying completely. Average to higher humidity; brown tips often worsen in dry air. Soil: Well-draining palm or indoor potting mix.,medium_to_bright_indirect,moderate_consistent,average_to_high,standard_well_draining,Avoid cold drafts and hot dry vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Ti Plant, houseplant foliage, Indoor palm / tropical floor plant, plant care, rooted plant, local pickup"
croton,Croton,Codiaeum variegatum,,houseplant_foliage,FICUS_BRIGHT,"Croton is a bright-light indoor tree or large foliage plant often sold as a statement plant. Listings should mention height, fullness, pot size, and recent acclimation because these plants prefer stable conditions.","Bright indirect light with some gentle direct sun if acclimated. Water when the top 25-40% of soil dries; keep routine consistent. Average humidity works, but avoid very dry air. Soil: Rich, well-draining potting mix; avoid compacted wet soil.",bright_indirect_to_gentle_sun,moderate_consistent,average,standard_well_draining,Avoid cold drafts and sudden moves; many ficus drop leaves after abrupt changes.,intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Croton, houseplant foliage, Bright-light ficus/tree-form houseplant, plant care, rooted plant, local pickup"
polka-dot-plant,Polka Dot Plant,Hypoestes phyllostachya,,houseplant_foliage,FLOWERING_POT,"Polka Dot Plant is a flowering or seasonal potted plant bought for color, gifts, or windowsill display. Listings should mention bloom status, bud count, and whether it is actively flowering.","Bright indirect light; some gentle sun supports blooms. Keep evenly moist while blooming, then adjust for dormancy or rest period. Average indoor humidity works for most. Soil: Quality potting mix with drainage.",bright_indirect_to_part_sun,even_moist_seasonal,average,standard_well_draining,Avoid hot vents; remove spent blooms and yellow leaves.,easy_to_intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Polka Dot Plant, houseplant foliage, Flowering potted plant, plant care, rooted plant, local pickup"
nerve-plant,Nerve Plant,Fittonia albivenis,Fittonia,houseplant_foliage,CALATHEA_PRAYER,"Nerve Plant is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Nerve Plant, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
red-prayer-plant,Red Prayer Plant,Maranta leuconeura,Prayer plant,houseplant_foliage,CALATHEA_PRAYER,"Red Prayer Plant is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Red Prayer Plant, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
calathea-ornata,Calathea Ornata,Goeppertia ornata,Pinstripe calathea,houseplant_foliage,CALATHEA_PRAYER,"Calathea Ornata is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Calathea Ornata, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
rattlesnake-calathea,Rattlesnake Calathea,Goeppertia insignis,Calathea lancifolia,houseplant_foliage,CALATHEA_PRAYER,"Rattlesnake Calathea is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rattlesnake Calathea, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
calathea-medallion,Calathea Medallion,Goeppertia veitchiana,Medallion calathea,houseplant_foliage,CALATHEA_PRAYER,"Calathea Medallion is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Calathea Medallion, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
calathea-orbifolia,Calathea Orbifolia,Goeppertia orbifolia,,houseplant_foliage,CALATHEA_PRAYER,"Calathea Orbifolia is grown for patterned, moving, or colorful foliage. It appeals to collectors but should be listed with honest humidity, water, and cosmetic-edge expectations.","Medium to bright indirect light; avoid direct sun that fades or scorches leaves. Keep lightly and evenly moist; avoid fully drying out or staying soggy. Prefers higher humidity, often 50-70%; sensitive to dry air. Soil: Moisture-retentive but draining mix with coco/peat and perlite.",medium_to_bright_indirect,even_moist,high,moist_well_draining,"Avoid cold drafts, hot vents, and stagnant wet foliage.",intermediate,likely_nontoxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Calathea Orbifolia, houseplant foliage, Prayer plant / calathea humidity-sensitive foliage, plant care, rooted plant, local pickup"
